group,family,simplified_species,commum_name,threat_category,acronym_threat_category,presence_in_protected_areas,national_action_plan_for_conservation_,fishing_planning,level_of_protection_in_the_national_strategy,exclusive_species_of_brazil,occurrence_states_y,main_threats_y,biome,category,lats_longs_animals
Freshwater Fish,Rivulidae,Austrolebias adloffi,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Mining,Pampa,Fish,[-57.29689038 -29.82580236]
Freshwater Fish,Rivulidae,Austrolebias adloffi,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Pollution,Pampa,Fish,[-56.4133712  -30.31429521]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Human Settlement,Pampa,Fish,[-55.81510487 -31.03648097]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Exotic Species,Pampa,Fish,[-49.88178211 -29.11646699]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Energy production,Pampa,Fish,[-57.43105036 -30.2650321 ]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Pollution,Pampa,Fish,[-49.93303617 -28.82677994]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Coral Removal,Pampa,Fish,[-49.96205649 -29.06217049]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Mining,Pampa,Fish,[-55.80954597 -28.35641755]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Transport,Pampa,Fish,[-52.71205105 -32.26713769]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Tourism,Pampa,Fish,[-52.52777106 -32.53055331]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,PR,Coral Removal,Atlantic Forest,Fish,[-48.61300137 -25.05556428]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,PR,Mining,Atlantic Forest,Fish,[-53.40981021 -25.65707004]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,PR,Transport,Atlantic Forest,Fish,[-54.41830522 -25.12310344]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,PR,Tourism,Atlantic Forest,Fish,[-49.22580365 -24.1656267 ]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,SC,Coral Removal,Atlantic Forest,Fish,[-49.9319937  -28.86043414]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,SC,Mining,Atlantic Forest,Fish,[-51.82759247 -27.48584334]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,SC,Transport,Atlantic Forest,Fish,[-48.44185699 -27.44586742]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,SC,Tourism,Atlantic Forest,Fish,[-48.38742902 -27.75766914]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,False,True,False,1.0,False,RS,Coral Removal,Pampa,Fish,[-52.73521747 -32.21217994]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,False,True,False,1.0,False,RS,Mining,Pampa,Fish,[-49.85214002 -28.79850371]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,False,True,False,1.0,False,RS,Transport,Pampa,Fish,[-54.67876367 -31.37189017]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,False,True,False,1.0,False,RS,Tourism,Pampa,Fish,[-53.35815334 -32.49565489]
Freshwater Fish,Rivulidae,Austrolebias cheradophilus,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Fishing,Pampa,Fish,[-51.9963444  -31.98448828]
Freshwater Fish,Rivulidae,Austrolebias cheradophilus,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Energy production,Pampa,Fish,[-50.01430209 -29.08288857]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,RS,Fishing,Atlantic Forest,Fish,[-52.52871243 -32.57144953]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,RS,Fishing,Pampa,Fish,[-49.71776608 -29.37105472]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,RS,Energy production,Atlantic Forest,Fish,[-57.24908264 -30.18951564]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,RS,Energy production,Pampa,Fish,[-51.99345177 -31.75136759]
Freshwater Fish,Rivulidae,Austrolebias ibicuiensis,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,RS,Fishing,Pampa,Fish,[-53.36769852 -27.0823851 ]
Freshwater Fish,Rivulidae,Austrolebias ibicuiensis,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,True,RS,Energy production,Pampa,Fish,[-56.34769705 -30.46605139]
Freshwater Fish,Rivulidae,Austrolebias jaegari,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,True,RS,Fishing,Pampa,Fish,[-57.0901782  -30.17769253]
Freshwater Fish,Rivulidae,Austrolebias jaegari,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,True,RS,Energy production,Pampa,Fish,[-52.68846464 -32.13294453]
Freshwater Fish,Rivulidae,Austrolebias juanlangi,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Damming/Drainage,Pampa,Fish,[-49.80224963 -28.63757107]
Freshwater Fish,Rivulidae,Austrolebias juanlangi,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Energy production,Pampa,Fish,[-53.14173378 -32.63189915]
Freshwater Fish,Rivulidae,Austrolebias juanlangi,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Pollution,Pampa,Fish,[-53.2856336  -27.04683729]
Freshwater Fish,Rivulidae,Austrolebias litzi,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,True,RS,Agriculture,Pampa,Fish,[-52.05876412 -31.53918502]
Freshwater Fish,Rivulidae,Austrolebias luteoflammulatus,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Tourism,Pampa,Fish,[-56.60485036 -30.1825455 ]
Freshwater Fish,Rivulidae,Austrolebias melanoorus,Annual Fish,Endangered (EN),EN,False,False,False,1.0,False,RS,Human Settlement,Pampa,Fish,[-57.0123749  -30.08343604]
Freshwater Fish,Rivulidae,Austrolebias minuano,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Tourism,Pampa,Fish,[-54.86040679 -27.5776999 ]
Freshwater Fish,Rivulidae,Austrolebias minuano,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Pollution,Pampa,Fish,[-52.66301014 -32.24316807]
Freshwater Fish,Rivulidae,Austrolebias nachtigalli,Annual Fish,Endangered (EN),EN,False,False,False,1.0,True,RS,Tourism,Pampa,Fish,[-55.21815325 -31.05773697]
Freshwater Fish,Rivulidae,Austrolebias nachtigalli,Annual Fish,Endangered (EN),EN,False,False,False,1.0,True,RS,Pollution,Pampa,Fish,[-53.24404018 -27.13959198]
Freshwater Fish,Rivulidae,Austrolebias nigrofasciatus,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Tourism,Pampa,Fish,[-52.00626357 -31.78424497]
Freshwater Fish,Rivulidae,Austrolebias nigrofasciatus,Annual Fish,Endangered (EN),EN,False,True,False,1.0,True,RS,Pollution,Pampa,Fish,[-52.73196803 -27.20265589]
Freshwater Fish,Rivulidae,Austrolebias paucisquama,Annual Fish,Vulnerable (VU),VU,False,False,False,1.0,True,RS,Tourism,Pampa,Fish,[-50.59397556 -30.96440103]
Freshwater Fish,Rivulidae,Austrolebias paucisquama,Annual Fish,Vulnerable (VU),VU,False,False,False,1.0,True,RS,Pollution,Pampa,Fish,[-57.47242469 -30.1976706 ]
Freshwater Fish,Rivulidae,Austrolebias periodicus,Annual Fish,Vulnerable (VU),VU,False,True,False,1.0,False,RS,Tourism,Pampa,Fish,[-51.21004734 -31.44723401]
Freshwater Fish,Rivulidae,Austrolebias periodicus,Annual Fish,Vulnerable (VU),VU,False,True,False,1.0,False,RS,Pollution,Pampa,Fish,[-54.80927106 -31.34336906]
Freshwater Fish,Rivulidae,Austrolebias prognathus,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Tourism,Atlantic Forest,Fish,[-54.49265302 -31.42822076]
Freshwater Fish,Rivulidae,Austrolebias prognathus,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Pollution,Atlantic Forest,Fish,[-50.08543088 -29.20523151]
Freshwater Fish,Rivulidae,Austrolebias univentripinnis,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,True,RS,Tourism,Atlantic Forest,Fish,[-51.57781619 -31.19954894]
Freshwater Fish,Rivulidae,Austrolebias univentripinnis,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,True,RS,Pollution,Atlantic Forest,Fish,[-50.49072262 -30.2707872 ]
Freshwater Fish,Rivulidae,Austrolebias varzeae,Annual Fish,Vulnerable (VU),VU,False,False,False,1.0,True,RS,Tourism,Atlantic Forest,Fish,[-54.63672355 -27.41228211]
Freshwater Fish,Rivulidae,Austrolebias varzeae,Annual Fish,Vulnerable (VU),VU,False,False,False,1.0,True,RS,Pollution,Atlantic Forest,Fish,[-52.57907956 -27.21415678]
Freshwater Fish,Rivulidae,Austrolebias vazferreirai,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Tourism,Pampa,Fish,[-54.22894314 -27.40502033]
Freshwater Fish,Rivulidae,Austrolebias vazferreirai,Annual Fish,Critically Endangered (CR),CR,False,False,False,1.0,False,RS,Pollution,Pampa,Fish,[-50.1971966  -30.26049255]
Freshwater Fish,Rivulidae,Austrolebias wolterstorffi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Tourism,Atlantic Forest,Fish,[-54.28603034 -27.36244178]
Freshwater Fish,Rivulidae,Austrolebias wolterstorffi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Tourism,Pampa,Fish,[-50.74925517 -30.26224009]
Freshwater Fish,Rivulidae,Austrolebias wolterstorffi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Pollution,Atlantic Forest,Fish,[-53.73902085 -31.97216501]
Freshwater Fish,Rivulidae,Austrolebias wolterstorffi,Annual Fish,Critically Endangered (CR),CR,False,True,False,1.0,False,RS,Pollution,Pampa,Fish,[-53.35132828 -33.45515237]
Freshwater Fish,Pimelodidae,Bagropsis reinhardti,Catfish ,Vulnerable (VU),VU,False,True,False,1.0,True,MG,Agriculture,Cerrado,Fish,[-46.51988212 -20.62677895]
Freshwater Fish,Pimelodidae,Bagropsis reinhardti,Catfish ,Vulnerable (VU),VU,False,True,False,1.0,True,MG,Fishing,Cerrado,Fish,[-46.85413482 -20.57760801]
Freshwater Fish,Pimelodidae,Bagropsis reinhardti,Catfish ,Vulnerable (VU),VU,False,True,False,1.0,True,MG,Pollution,Cerrado,Fish,[-46.32433268 -14.5911061 ]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Human Settlement,Amazon,Freshwater Fish,[-50.52630575 -14.37188644]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Fishing,Amazon,Freshwater Fish,[-49.61387034 -12.42361314]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Mining,Amazon,Freshwater Fish,[-46.67500017 -12.76048951]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Transport,Amazon,Freshwater Fish,[-46.42617777 -16.24731542]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Pollution,Amazon,Freshwater Fish,[-46.84612363 -17.95587331]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MA,Human Settlement,Amazon,Freshwater Fish,[-45.76891249  -1.05506569]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MA,Fishing,Amazon,Freshwater Fish,[-45.95889077  -1.01946081]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MA,Mining,Amazon,Freshwater Fish,[-46.30292627  -2.15876358]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MA,Transport,Amazon,Freshwater Fish,[-44.93943414  -1.35558104]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MA,Pollution,Amazon,Freshwater Fish,[-45.53816593  -1.29083901]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MT,Human Settlement,Amazon,Freshwater Fish,[-60.81207656  -9.8951144 ]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MT,Fishing,Amazon,Freshwater Fish,[-50.22730113  -9.63426108]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MT,Mining,Amazon,Freshwater Fish,[-59.61578519 -11.43383961]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MT,Transport,Amazon,Freshwater Fish,[-52.94334715 -17.06106339]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,MT,Pollution,Amazon,Freshwater Fish,[-54.22277103 -16.93285116]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Human Settlement,Amazon,Freshwater Fish,[-57.89873861   1.61479351]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Fishing,Amazon,Freshwater Fish,[-46.06857659  -1.57936345]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Mining,Amazon,Freshwater Fish,[-58.02405194  -1.12119657]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Transport,Amazon,Freshwater Fish,[-54.00479512   1.53032987]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Pollution,Amazon,Freshwater Fish,[-46.34300553  -0.92954221]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Human Settlement,Amazon,Freshwater Fish,[-50.024012   -11.56606552]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Fishing,Amazon,Freshwater Fish,[-45.43480071  -9.43023836]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Mining,Amazon,Freshwater Fish,[-46.07186562  -9.01337499]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Transport,Amazon,Freshwater Fish,[-49.21107508 -12.62558335]
Freshwater Fish,Loricariidae,Baryancistrus longipinnis,Unknown,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Pollution,Amazon,Freshwater Fish,[-45.96495047  -9.99354936]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Human Settlement,Amazon,Freshwater Fish,[-52.07664495 -16.07005825]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Human Settlement,Cerrado,Freshwater Fish,[-52.26240757 -16.26807016]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Fishing,Amazon,Freshwater Fish,[-49.64263543 -12.36272686]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Fishing,Cerrado,Freshwater Fish,[-52.09255577 -15.47078521]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Mining,Amazon,Freshwater Fish,[-49.97223669 -18.82768218]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Mining,Cerrado,Freshwater Fish,[-50.80170739 -18.49894928]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Transport,Amazon,Freshwater Fish,[-48.12798481 -13.12879281]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Transport,Cerrado,Freshwater Fish,[-46.52443305 -15.91577378]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Pollution,Amazon,Freshwater Fish,[-50.03015456 -18.58441382]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,GO,Pollution,Cerrado,Freshwater Fish,[-51.7321376  -18.19462689]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Human Settlement,Amazon,Freshwater Fish,[-55.90035851   2.15044515]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Human Settlement,Cerrado,Freshwater Fish,[-48.32105449  -6.33952947]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Fishing,Amazon,Freshwater Fish,[-53.44976787   1.23552336]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Fishing,Cerrado,Freshwater Fish,[-48.39112977  -6.09722996]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Mining,Amazon,Freshwater Fish,[-56.75260944   1.94755088]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Mining,Cerrado,Freshwater Fish,[-56.75089841   1.96243458]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Transport,Amazon,Freshwater Fish,[-58.25505248  -1.09623831]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Transport,Cerrado,Freshwater Fish,[-55.05227179   2.64395524]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Pollution,Amazon,Freshwater Fish,[-56.93615309   2.00889153]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,PA,Pollution,Cerrado,Freshwater Fish,[-55.84149602   2.14087995]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Human Settlement,Amazon,Freshwater Fish,[-48.11489131  -5.36082403]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Human Settlement,Cerrado,Freshwater Fish,[-46.90601811  -7.79854153]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Fishing,Amazon,Freshwater Fish,[-47.93472019 -12.79211277]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Fishing,Cerrado,Freshwater Fish,[-48.07974316  -5.15126437]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Mining,Amazon,Freshwater Fish,[-48.87152464  -7.88588506]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Mining,Cerrado,Freshwater Fish,[-49.39597983 -12.57993496]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Transport,Amazon,Freshwater Fish,[-49.56265345  -9.21240813]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Transport,Cerrado,Freshwater Fish,[-45.72345024 -11.56091694]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Pollution,Amazon,Freshwater Fish,[-49.64628226  -8.69149946]
Freshwater Fish,Loricariidae,Baryancistrus niveatus,Acari,Critically Endangered (CR),CR,True,True,True,2.0,True,TO,Pollution,Cerrado,Freshwater Fish,[-47.62091285  -6.34526757]
Aquatic Invertebrates,Bouchardiidae,Bouchardia rosea,Unknown,Endangered (EN),EN,True,False,False,2.0,True,ES,Fishing,Marine,Sharks,[-41.14065762 -18.70365795]
